novel_id,scene_n,violence_score,violence_label,is_violent,word_count,char_n,char_mean,char_std,char_median,char_iqr,char_range,char_min,char_max,amb_n,amb_mean,amb_std,amb_median,amb_iqr,amb_range
Finders_Keepers_VERMONT,70,0,absent,0,1747,12,3.1666666666666665,0.38924947208076144,3.0,0.0,1.0,3.0,4.0,4,4.0,0.0,4.0,0.0,0.0
Finders_Keepers_VERMONT,71,0,absent,0,189,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,72,0,absent,0,647,5,3.4,0.5477225575051661,3.0,1.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,73,0,absent,0,415,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,74,0,absent,0,491,6,2.9166666666666665,0.3763863263545405,3.0,0.375,1.0,2.5,3.5,0,,,,,
Finders_Keepers_VERMONT,75,0,absent,0,327,3,2.3333333333333335,0.5773502691896258,2.0,0.5,1.0,2.0,3.0,1,,,,,
Finders_Keepers_VERMONT,76,0,absent,0,460,5,3.0,0.0,3.0,0.0,0.0,3.0,3.0,2,4.0,0.0,4.0,0.0,0.0
Finders_Keepers_VERMONT,77,0,absent,0,131,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,78,0,absent,0,94,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,79,0,absent,0,166,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,80,0,absent,0,593,4,3.5,0.5773502691896257,3.5,1.0,1.0,3.0,4.0,1,,,,,
Finders_Keepers_VERMONT,81,0,absent,0,325,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,82,0,absent,0,347,4,3.5,0.5773502691896257,3.5,1.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,83,0,absent,0,561,7,2.857142857142857,0.37796447300922725,3.0,0.0,1.0,2.0,3.0,0,,,,,
Finders_Keepers_VERMONT,84,0,absent,0,327,2,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0,,,,,
Finders_Keepers_VERMONT,85,0,absent,0,312,1,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,86,0,absent,0,841,5,3.6,0.5477225575051661,4.0,1.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,87,0,absent,0,144,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1,,,,,
Finders_Keepers_VERMONT,88,0,absent,0,137,1,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,89,0,absent,0,110,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,90,0,absent,0,686,7,3.2142857142857144,0.3933978962347216,3.0,0.25,1.0,3.0,4.0,1,,,,,
Finders_Keepers_VERMONT,91,0,absent,0,441,6,3.5,0.5477225575051661,3.5,1.0,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,1,0,absent,0,595,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,2,2,strong,1,744,2,2.0,1.4142135623730951,2.0,1.0,2.0,1.0,3.0,2,3.85,0.21213203435596414,3.85,0.14999999999999947,0.2999999999999998
Found_His_Perfect_Wife_ALASKA,3,0,absent,0,2954,25,2.82,0.7756717518813397,3.0,0.0,3.0,1.0,4.0,4,3.5,1.2909944487358056,3.5,1.5,3.0
Found_His_Perfect_Wife_ALASKA,4,0,absent,0,1005,7,3.142857142857143,0.37796447300922725,3.0,0.0,1.0,3.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,5,0,absent,0,261,0,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,6,0,absent,0,484,3,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,7,0,absent,0,1347,6,3.25,0.4183300132670378,3.0,0.375,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,8,0,absent,0,503,5,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,9,0,absent,0,2039,22,2.977272727272727,0.5450485502025687,3.0,0.0,3.0,1.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,10,0,absent,0,797,8,3.25,0.4629100498862757,3.0,0.25,1.0,3.0,4.0,2,3.0,0.0,3.0,0.0,0.0
Found_His_Perfect_Wife_ALASKA,11,0,absent,0,876,5,3.4,0.5477225575051661,3.0,1.0,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,12,0,absent,0,1124,4,3.25,0.5,3.0,0.25,1.0,3.0,4.0,2,4.0,0.0,4.0,0.0,0.0
Found_His_Perfect_Wife_ALASKA,13,0,absent,0,3965,16,3.1875,0.51234753829798,3.0,0.5,2.0,2.0,4.0,7,3.2857142857142856,0.7559289460184545,3.0,1.0,2.0
Found_His_Perfect_Wife_ALASKA,14,0,absent,0,3167,18,2.988888888888889,0.6105820645223211,3.0,0.0,3.0,1.0,4.0,4,3.125,0.25,3.0,0.125,0.5
Found_His_Perfect_Wife_ALASKA,15,0,absent,0,591,1,,,,,,,,1,,,,,
Found_His_Perfect_Wife_ALASKA,16,2,strong,1,529,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,3,3.8333333333333335,0.2886751345948129,4.0,0.25,0.5
Found_His_Perfect_Wife_ALASKA,17,0,absent,0,2006,20,3.15,0.7451598203705947,3.0,1.0,3.0,1.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Found_His_Perfect_Wife_ALASKA,18,0,absent,0,185,0,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,19,0,absent,0,4338,28,3.2142857142857144,0.629940788348712,3.0,1.0,3.0,1.0,4.0,13,3.6538461538461537,0.6253204306798563,4.0,0.5,2.0
Found_His_Perfect_Wife_ALASKA,20,0,absent,0,991,10,3.2,0.8881941729649485,3.25,0.875,3.0,1.0,4.0,2,3.25,1.0606601717798212,3.25,0.75,1.5
Found_His_Perfect_Wife_ALASKA,21,0,absent,0,356,4,3.25,0.5,3.0,0.25,1.0,3.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Found_His_Perfect_Wife_ALASKA,22,0,absent,0,877,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,23,0,absent,0,1527,7,3.0,0.0,3.0,0.0,0.0,3.0,3.0,4,3.75,0.5,4.0,0.25,1.0
Found_His_Perfect_Wife_ALASKA,24,0,absent,0,1467,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Found_His_Perfect_Wife_ALASKA,25,0,absent,0,458,1,,,,,,,,1,,,,,
Found_His_Perfect_Wife_ALASKA,26,0,absent,0,573,3,3.3333333333333335,0.2886751345948129,3.5,0.25,0.5,3.0,3.5,0,,,,,
Found_His_Perfect_Wife_ALASKA,27,0,absent,0,415,0,,,,,,,,1,,,,,
Found_His_Perfect_Wife_ALASKA,28,0,absent,0,834,5,3.4,0.5477225575051661,3.0,1.0,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,29,0,absent,0,1136,15,3.2,0.4140393356054125,3.0,0.0,1.0,3.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,30,0,absent,0,1477,18,3.138888888888889,0.47914002483480006,3.0,0.0,2.0,2.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Found_His_Perfect_Wife_ALASKA,31,0,absent,0,2267,9,2.888888888888889,0.8207381501496753,3.0,0.0,3.0,1.0,4.0,3,3.0,0.5,3.0,0.5,1.0
Found_His_Perfect_Wife_ALASKA,32,0,absent,0,195,0,,,,,,,,1,,,,,
Found_His_Perfect_Wife_ALASKA,33,0,absent,0,321,4,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,34,0,absent,0,932,8,3.375,0.5175491695067657,3.0,1.0,1.0,3.0,4.0,3,3.6666666666666665,0.5773502691896258,4.0,0.5,1.0
Found_His_Perfect_Wife_ALASKA,35,0,absent,0,303,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,36,0,absent,0,240,1,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,37,0,absent,0,2392,12,2.9583333333333335,0.45016831868926,3.0,0.0,2.0,2.0,4.0,2,3.75,0.3535533905932738,3.75,0.25,0.5
Found_His_Perfect_Wife_ALASKA,38,0,absent,0,479,1,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,39,0,absent,0,803,6,2.8333333333333335,0.40824829046386296,3.0,0.0,1.0,2.0,3.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,40,0,absent,0,387,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,41,0,absent,0,2003,11,3.227272727272727,0.5178627406773132,3.0,0.5,1.5,2.5,4.0,2,2.5,2.1213203435596424,2.5,1.5,3.0
Found_His_Perfect_Wife_ALASKA,42,0,absent,0,255,0,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,43,0,absent,0,1300,6,2.6666666666666665,1.3662601021279464,3.0,2.25,3.0,1.0,4.0,4,2.5,1.7320508075688772,2.5,3.0,3.0
Found_His_Perfect_Wife_ALASKA,44,2,strong,1,551,7,3.357142857142857,0.7480132415430956,3.5,1.0,2.0,2.0,4.0,2,4.0,0.0,4.0,0.0,0.0
Found_His_Perfect_Wife_ALASKA,45,0,absent,0,422,0,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,46,0,absent,0,1146,7,2.857142857142857,1.0690449676496974,3.0,1.0,3.0,1.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,47,0,absent,0,2359,18,2.4722222222222223,1.0774728360465988,3.0,1.0,4.0,0.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,48,0,absent,0,590,3,2.3333333333333335,1.1547005383792515,3.0,1.0,2.0,1.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,49,0,absent,0,692,5,2.2,1.0954451150103321,3.0,2.0,2.0,1.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,50,0,absent,0,727,12,3.0416666666666665,0.7525210155124431,3.0,0.125,3.0,1.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,51,0,absent,0,265,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,52,0,absent,0,1590,16,2.84375,0.7238496621076322,3.0,0.125,3.0,1.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,53,2,strong,1,1513,3,2.766666666666667,1.569500982265807,3.3,1.5,3.0,1.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,54,0,absent,0,168,1,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,55,0,absent,0,729,7,3.357142857142857,0.47559486560567094,3.0,0.75,1.0,3.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,56,0,absent,0,1004,6,2.75,1.08397416943394,3.0,1.125,3.0,1.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,57,0,absent,0,463,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,58,0,absent,0,891,5,2.6,0.8944271909999159,3.0,0.0,2.0,1.0,3.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,59,0,absent,0,175,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,60,0,absent,0,1632,20,3.2,0.7677718959499146,3.0,1.0,3.0,1.0,4.0,5,3.7600000000000002,0.33615472627943227,4.0,0.5,0.7000000000000002
Found_His_Perfect_Wife_ALASKA,61,0,absent,0,564,5,1.8,1.0954451150103324,1.0,2.0,2.0,1.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,62,0,absent,0,230,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,1,0,absent,0,296,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,2,0,absent,0,752,13,2.946153846153846,0.45206080825368433,3.0,0.0,2.0,2.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Love_by_Proxy_ILLINOIS,3,0,absent,0,130,2,3.5,0.0,3.5,0.0,0.0,3.5,3.5,0,,,,,
Love_by_Proxy_ILLINOIS,4,0,absent,0,525,10,3.1,0.31622776601683794,3.0,0.0,1.0,3.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,5,0,absent,0,304,0,,,,,,,,1,,,,,
Love_by_Proxy_ILLINOIS,6,0,absent,0,2040,42,3.011904761904762,0.5464753496560016,3.0,0.0,3.0,1.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,7,0,absent,0,307,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,8,0,absent,0,245,6,3.5,0.5477225575051661,3.5,1.0,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,9,0,absent,0,181,4,3.375,0.47871355387816905,3.25,0.625,1.0,3.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,10,0,absent,0,387,8,3.375,0.5175491695067657,3.0,1.0,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,11,0,absent,0,246,4,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Love_by_Proxy_ILLINOIS,12,0,absent,0,167,1,,,,,,,,1,,,,,
Love_by_Proxy_ILLINOIS,13,0,absent,0,652,8,3.25,0.4629100498862757,3.0,0.25,1.0,3.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,14,0,absent,0,916,30,3.0266666666666664,0.5483098377385907,3.0,0.0,3.0,1.0,4.0,2,3.0,0.0,3.0,0.0,0.0
Love_by_Proxy_ILLINOIS,15,0,absent,0,660,19,3.263157894736842,0.4524139283588641,3.0,0.5,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,16,0,absent,0,305,1,,,,,,,,1,,,,,
Love_by_Proxy_ILLINOIS,17,0,absent,0,1527,25,2.92,0.4932882862316247,3.0,0.0,2.0,2.0,4.0,3,4.0,0.0,4.0,0.0,0.0
Love_by_Proxy_ILLINOIS,18,0,absent,0,1262,19,2.8684210526315788,0.5487892041970895,3.0,0.0,2.5,1.5,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,19,0,absent,0,1344,16,3.28125,0.5764474535173754,3.0,0.125,2.0,3.0,5.0,2,4.5,0.7071067811865476,4.5,0.5,1.0
Love_by_Proxy_ILLINOIS,20,0,absent,0,651,15,3.066666666666667,0.7037315505489967,3.0,0.0,3.0,1.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,21,0,absent,0,382,10,3.25,0.5400617248673217,3.0,0.75,1.5,2.5,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,22,0,absent,0,187,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,23,0,absent,0,1106,16,2.98125,0.815858443604036,3.0,0.6749999999999998,3.0,1.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,24,0,absent,0,657,15,2.7333333333333334,1.0327955589886446,3.0,0.0,4.0,1.0,5.0,0,,,,,
Love_by_Proxy_ILLINOIS,25,0,absent,0,1865,31,2.7903225806451615,0.5287436926083547,3.0,0.75,2.0,2.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,26,0,absent,0,346,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,27,0,absent,0,129,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,28,0,absent,0,805,20,2.6,0.9947229183096801,3.0,1.0,3.0,1.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,29,0,absent,0,1330,25,2.5,0.7905694150420949,3.0,1.0,3.0,1.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,30,0,absent,0,39,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,31,0,absent,0,152,4,3.0,1.4142135623730951,3.5,1.5,3.0,1.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,32,1,weak,1,323,5,3.2,0.8366600265340756,3.0,1.0,2.0,2.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,33,0,absent,0,658,8,3.0,0.0,3.0,0.0,0.0,3.0,3.0,2,2.75,0.3535533905932738,2.75,0.25,0.5
Love_by_Proxy_ILLINOIS,34,0,absent,0,245,6,3.1666666666666665,0.40824829046386296,3.0,0.0,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,35,0,absent,0,82,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,36,0,absent,0,197,5,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Love_by_Proxy_ILLINOIS,37,1,weak,1,123,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,38,0,absent,0,270,7,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1,,,,,
Love_by_Proxy_ILLINOIS,39,0,absent,0,508,12,3.0833333333333335,0.28867513459481287,3.0,0.0,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,40,0,absent,0,240,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,41,0,absent,0,1326,27,2.740740740740741,0.5779667672501456,3.0,0.0,2.0,1.0,3.0,1,,,,,
Love_by_Proxy_ILLINOIS,42,1,weak,1,359,1,,,,,,,,1,,,,,
Love_by_Proxy_ILLINOIS,43,0,absent,0,165,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,44,0,absent,0,1059,29,2.7517241379310344,0.7452807187588409,3.0,1.0,3.0,1.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,45,0,absent,0,1918,46,2.6739130434782608,0.8179744040028788,3.0,1.0,3.0,1.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,46,0,absent,0,271,2,2.0,1.4142135623730951,2.0,1.0,2.0,1.0,3.0,0,,,,,
Love_by_Proxy_ILLINOIS,47,0,absent,0,554,7,2.7142857142857144,0.9511897312113419,3.0,0.5,3.0,1.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,48,0,absent,0,428,12,3.125,0.5276448530110863,3.0,0.125,2.0,2.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,49,0,absent,0,109,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,50,0,absent,0,190,4,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Love_by_Proxy_ILLINOIS,51,0,absent,0,194,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,52,0,absent,0,287,5,3.2,0.44721359549995787,3.0,0.0,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,53,0,absent,0,69,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,54,0,absent,0,330,8,3.0,0.5345224838248488,3.0,0.0,2.0,2.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,55,0,absent,0,430,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,56,0,absent,0,149,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,57,0,absent,0,443,3,3.3333333333333335,0.5773502691896258,3.0,0.5,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,58,0,absent,0,140,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,59,0,absent,0,653,12,3.5833333333333335,0.6685579234215214,3.5,1.0,2.0,3.0,5.0,1,,,,,
Love_by_Proxy_ILLINOIS,60,0,absent,0,81,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,61,0,absent,0,373,10,3.05,0.15811388300841897,3.0,0.0,0.5,3.0,3.5,0,,,,,
Love_by_Proxy_ILLINOIS,62,0,absent,0,489,7,3.2857142857142856,0.7559289460184545,3.0,1.0,2.0,2.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,63,0,absent,0,700,12,2.9166666666666665,0.4687184332805461,3.0,0.125,2.0,2.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,64,1,weak,1,447,3,3.6666666666666665,0.5773502691896258,4.0,0.5,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,65,0,absent,0,706,12,2.6666666666666665,0.44381268229929727,3.0,0.625,1.0,2.0,3.0,0,,,,,
Love_by_Proxy_ILLINOIS,66,1,weak,1,285,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,67,0,absent,0,128,3,3.5,0.5,3.5,0.5,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,68,0,absent,0,65,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,69,0,absent,0,487,10,3.2,0.4216370213557839,3.0,0.0,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,70,0,absent,0,586,10,3.2,0.7888106377466155,3.0,0.0,3.0,2.0,5.0,0,,,,,
Love_by_Proxy_ILLINOIS,71,0,absent,0,155,4,3.25,0.5,3.0,0.25,1.0,3.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,72,0,absent,0,655,10,2.9,0.31622776601683794,3.0,0.0,1.0,2.0,3.0,0,,,,,
Love_by_Proxy_ILLINOIS,73,0,absent,0,1776,31,2.661290322580645,0.5684349387308036,3.0,0.75,3.0,1.0,4.0,2,4.0,0.0,4.0,0.0,0.0
Love_by_Proxy_ILLINOIS,74,0,absent,0,1569,28,2.6785714285714284,0.6267831705280086,3.0,1.0,3.0,1.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,75,0,absent,0,239,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,76,0,absent,0,1266,30,2.4833333333333334,1.0544105505899504,2.0,1.0,3.0,1.0,4.0,4,3.5,1.0,4.0,0.5,2.0
Love_by_Proxy_ILLINOIS,77,0,absent,0,303,4,3.075,0.6994045086119096,3.0,0.4249999999999998,1.7000000000000002,2.3,4.0,0,,,,,
Midnight_Wishes_WYOMING,1,0,absent,0,790,8,3.4375,0.6232117273791125,3.5,1.0,1.5,2.5,4.0,3,2.3333333333333335,1.5275252316519465,2.0,1.5,3.0
Midnight_Wishes_WYOMING,2,0,absent,0,643,3,3.6666666666666665,0.5773502691896258,4.0,0.5,1.0,3.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,3,0,absent,0,191,1,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,4,0,absent,0,219,0,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,5,0,absent,0,1183,9,2.7222222222222223,1.034139470499238,3.0,0.0,3.0,1.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,6,0,absent,0,231,0,,,,,,,,1,,,,,
Midnight_Wishes_WYOMING,7,0,absent,0,412,1,,,,,,,,1,,,,,
Midnight_Wishes_WYOMING,8,0,absent,0,536,1,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,9,0,absent,0,1006,7,2.857142857142857,0.37796447300922725,3.0,0.0,1.0,2.0,3.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Midnight_Wishes_WYOMING,10,0,absent,0,442,4,3.25,0.5,3.0,0.25,1.0,3.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,11,0,absent,0,375,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1,,,,,
Midnight_Wishes_WYOMING,12,0,absent,0,528,3,3.3333333333333335,0.5773502691896258,3.0,0.5,1.0,3.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,13,0,absent,0,422,2,2.0,1.4142135623730951,2.0,1.0,2.0,1.0,3.0,0,,,,,
Midnight_Wishes_WYOMING,14,0,absent,0,851,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,1,,,,,
Midnight_Wishes_WYOMING,15,0,absent,0,410,0,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,16,0,absent,0,645,7,3.0,0.5773502691896257,3.0,0.0,2.0,2.0,4.0,1,,,,,
Midnight_Wishes_WYOMING,17,0,absent,0,105,0,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,18,0,absent,0,588,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,4,1.875,0.8539125638299665,1.75,0.875,2.0
Midnight_Wishes_WYOMING,19,0,absent,0,455,5,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Midnight_Wishes_WYOMING,20,0,absent,0,1077,13,3.0384615384615383,0.13867504905630726,3.0,0.0,0.5,3.0,3.5,0,,,,,
Midnight_Wishes_WYOMING,21,0,absent,0,199,4,3.5,0.5773502691896257,3.5,1.0,1.0,3.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,22,2,strong,1,524,4,2.375,0.9464847243000456,2.75,0.875,2.0,1.0,3.0,0,,,,,
Midnight_Wishes_WYOMING,23,0,absent,0,710,7,2.9285714285714284,0.18898223650461363,3.0,0.0,0.5,2.5,3.0,1,,,,,
Midnight_Wishes_WYOMING,24,0,absent,0,369,3,2.8333333333333335,0.7637626158259733,3.0,0.75,1.5,2.0,3.5,0,,,,,
Midnight_Wishes_WYOMING,25,0,absent,0,386,4,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Midnight_Wishes_WYOMING,26,0,absent,0,221,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Midnight_Wishes_WYOMING,27,0,absent,0,282,4,3.25,0.5,3.0,0.25,1.0,3.0,4.0,1,,,,,
Midnight_Wishes_WYOMING,28,0,absent,0,1124,9,2.7777777777777777,0.6666666666666667,3.0,0.0,2.0,1.0,3.0,0,,,,,
Midnight_Wishes_WYOMING,29,0,absent,0,858,3,3.3333333333333335,0.5773502691896258,3.0,0.5,1.0,3.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Midnight_Wishes_WYOMING,30,0,absent,0,525,3,3.0,0.0,3.0,0.0,0.0,3.0,3.0,4,4.125,0.8539125638299665,4.25,0.875,2.0
Midnight_Wishes_WYOMING,31,0,absent,0,310,6,2.8333333333333335,0.983192080250175,3.0,0.0,3.0,1.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,32,0,absent,0,98,0,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,33,0,absent,0,255,2,2.5,0.7071067811865476,2.5,0.5,1.0,2.0,3.0,0,,,,,
Midnight_Wishes_WYOMING,34,0,absent,0,510,4,3.25,0.5,3.0,0.25,1.0,3.0,4.0,1,,,,,
Midnight_Wishes_WYOMING,35,0,absent,0,356,4,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Midnight_Wishes_WYOMING,36,0,absent,0,492,1,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,37,0,absent,0,928,7,2.7857142857142856,1.07459848537112,3.0,1.25,3.0,1.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,38,0,absent,0,341,0,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,39,0,absent,0,584,5,3.2,0.4472135954999579,3.0,0.0,1.0,3.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,40,0,absent,0,893,12,2.7916666666666665,0.98761267097926,3.0,0.375,3.0,1.0,4.0,1,,,,,
Midnight_Wishes_WYOMING,41,0,absent,0,431,5,2.9,0.7416198487095663,3.0,0.5,2.0,2.0,4.0,0,,,,,
Midnight_Wishes_WYOMING,42,0,absent,0,241,0,,,,,,,,0,,,,,
Midnight_Wishes_WYOMING,43,0,absent,0,281,1,,,,,,,,0,,,,,
